CATALOGUENUMBER;SPECIESSUMMARY;SAMPLING;TypeOfSample;NESTCOLLECTION;BDM;PLOT;COMMUNEEXTRACT;NUMBERWORKERS;X;Y;ALTITUDE;HABITAT;NUMBERQUEENS;NUMBERMALES;NUMBERLARVAE;NUMBERCOCOONS;IDENTIFIER;GENUSID;SPECISID;DATEIDENTIFICATION;CONFIRMEDID;SPECIESIDFINAL;COMMENTS;slope25;topo;south;gt_ch_100;LU18_46cl;LC18_27cl;SampleDate;SoilTemp;SoilTempAnomaly;TypeOfOpen;mixedForest;Grass;Forb;Shrub;Bare;Litter;Moss;bio1_tmean_8110;bio2_dr_8110;bio1_tmean_8110_8111;bio2_dr_8110_8111;bio5_tmaxw_8110;bio6_tminc_8110;bio7_tar_8110;bio8_twetq_8110;bio9_tdryq_8110;bio10_twarmq_8110;bio11_tcoldq_8110;bio12_p_8110;bio13_pwet_8110;bio14_pdry_8110;bio15_ps_8110;bio16_pwetq_8110;bio17_pdryq_8110;bio18_pwarmq_8110;bio19_pcoldq_8110
2205;Camp_fall;public;NA;non;NA;NA;Nyon;9;507002;137664;409;ZoneConstruite;NA;NA;NA;NA;Gaël Pétremand;Camp;Camp_fall;2019;oui;Camp_fall;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7239;Camp_fall;public;NA;oui;NA;NA;Lavey-Morcles;9;567366;118697;427;ZoneConstruite;2;NA;NA;1;Anne Freitag;Camp;Camp_fall;2019;oui;Camp_fall;reines ailées;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
9391;Camp_fall;public;NA;non;NA;NA;Eysins;8;505317;137075;424;ZoneConstruite;NA;NA;NA;NA;Anne Freitag;Camp;Camp_fall;2019;oui;Camp_fall;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10152;Camp_fall;public;NA;non;NA;NA;Rolle;1;514460;144735;386;Autre;NA;NA;NA;NA;Anne Freitag;Camp;Camp_fall;2019;oui;Camp_fall;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10441;Camp_fall;public;NA;non;NA;NA;Signy-Avenex;13;505760;138335;438;Autre;NA;NA;NA;NA;Anne Freitag;Camp;Camp_fall;2019;oui;Camp_fall;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10715;Camp_fall;public;NA;non;NA;NA;Rolle;2;514460;144735;386;Autre;NA;NA;NA;NA;Anne Freitag;Camp;Camp_fall;2019;oui;Camp_fall;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12277;Camp_fall;public;NA;oui;NA;NA;Avenches;9;570370;194975;429;Autre;NA;NA;NA;NA;Anne Freitag;Camp;Camp_fall;2019;oui;Camp_fall;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
13585;Camp_fall;public;NA;NA;NA;NA;Montreux;7;559354;142651;373;ZoneConstruite;NA;NA;NA;NA;Simon Vogel;Camp;Camp_fall;2019;oui;Camp_fall;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
18095;Camp_fall;public;NA;non;NA;NA;Denens;2;524933;151725;462;lisiere;NA;NA;NA;NA;Anne Freitag;Camp;Camp_fall;2019;oui;Camp_fall;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
18253;Camp_fall;public;NA;oui;NA;NA;Faoug;5;571268;194837;432;ForetFeuillus;NA;NA;NA;NA;Anne Freitag;Camp;Camp_fall;2019;oui;Camp_fall;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
18504;Camp_fall;public;NA;non;NA;NA;Lonay;10;529502;153004;398;ZoneConstruite;NA;NA;NA;NA;Anne Freitag;Camp;Camp_fall;2019;oui;Camp_fall;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12682B;Camp_fall;public;NA;non;NA;NA;Vevey;1;553673;145833;373;ZoneConstruite;NA;NA;NA;NA;Anne Freitag;Camp;Camp_fall;2019;oui;Camp_fall;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
15296D;Camp_fall;public;NA;non;NA;NA;Rolle;1;514467;144707;383;transport;NA;NA;NA;NA;Anne Freitag;Camp;Camp_fall;2019;oui;Camp_fall;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
18693D;Camp_fall;public;NA;non;NA;NA;Rolle;3;514467;144707;383;transport;NA;NA;NA;NA;Anne Freitag;Camp;Camp_fall;2019;oui;Camp_fall;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6172C;Camp_fall;public;NA;non;NA;NA;Rolle;1;514472;144680;382;CulturePerm;NA;NA;NA;NA;Anne Freitag;Camp;Camp_fall;2019;oui;Camp_fall;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
172;Camp_herc;public;NA;non;NA;NA;Lutry;4;544528;152736;749;Autre;NA;NA;NA;NA;Anne Freitag;Camp;Camp_herc;2019;oui;Camp_herc;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
288;Camp_herc;public;NA;non;NA;NA;Ormont-Dessus;1;578884;131493;1221;ForetConifere;NA;NA;NA;NA;Anne Freitag;Camp;Camp_herc;2019;oui;Camp_herc;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
451;Camp_herc;public;NA;non;NA;NA;Ormont-Dessous;4;576406;137900;1841;ForetMixe;NA;NA;NA;NA;Anne Freitag;Camp;Camp_herc;2019;oui;Camp_herc;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2409;Camp_herc;public;NA;non;NA;NA;Saint-Livres;6;519402;152373;rextraire (coord modifiée);Autre;6;NA;NA;NA;Anne Freitag;Camp;Camp_herc;2019;oui;Camp_herc;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3467;Camp_herc;public;NA;non;NA;NA;Ollon;3;570889;127228;1298;ZoneConstruite;NA;NA;NA;NA;Anne Freitag;Camp;Camp_herc;2019;oui;Camp_herc;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3555;Camp_herc;public;NA;oui;NA;NA;Ormont-Dessous;5;572999;131437;1696;lisiere;NA;NA;NA;NA;Anne Freitag;Camp;Camp_herc;2019;oui;Camp_herc;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3560;Camp_herc;public;NA;non;NA;NA;Ormont-Dessous;1;573003;131440;1698;lisiere;NA;NA;NA;NA;Anne Freitag;Camp;Camp_herc;2019;oui;Camp_herc;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6724;Camp_herc;public;NA;non;NA;NA;Montilliez;1;542239;166788;677;Autre;NA;NA;NA;NA;Anne Freitag;Camp;Camp_herc;2019;oui;Camp_herc;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7204;Camp_herc;public;NA;non;NA;NA;Lignerolle;3;523554;176916;907;transport;NA;NA;NA;NA;Anne Freitag;Camp;Camp_herc;2019;oui;Camp_herc;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
8902;Camp_herc;public;NA;non;NA;NA;Poliez-Pittet;1;543406;164246;762;zalluviale;NA;NA;NA;NA;Anne Freitag;Camp;Camp_herc;2019;oui;Camp_herc;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
9641;Camp_herc;public;NA;oui;NA;NA;Ormont-Dessus;3;576631;134192;1271;ZoneConstruite;NA;NA;NA;NA;Anne Freitag;Camp;Camp_herc;2019;oui;Camp_herc;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10504;Camp_herc;public;NA;non;NA;NA;Blonay;1;559306;147991;1345;Autre;NA;NA;NA;NA;Anne Freitag;Camp;Camp_herc;2019;oui;Camp_herc;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10534;Camp_herc;public;NA;non;NA;NA;Montreux;1;562219;142785;1156;ZoneConstruite;NA;NA;NA;NA;Anne Freitag;Camp;Camp_herc;2019;oui;Camp_herc;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10848;Camp_herc;public;NA;oui;NA;NA;Lausanne;9;542970;158283;865;transport;NA;NA;NA;NA;Anne Freitag;Camp;Camp_herc;2019;oui;Camp_herc;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
11809;Camp_herc;public;NA;non;NA;NA;Villars-le-Comte;12;551560;174885;771;transport;NA;NA;NA;NA;Anne Freitag;Camp;Camp_herc;2019;oui;Camp_herc;Camponotus herculeanus selon pilosité, mais coloration de C. ligniperda ! A confirmer;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12174;Camp_herc;public;NA;non;NA;NA;Ormont-Dessous;6;573414;134428;1172;Autre;NA;NA;NA;NA;Anne Freitag;Camp;Camp_herc;2019;oui;Camp_herc;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12231;Camp_herc;public;NA;non;NA;NA;Ormont-Dessous;6;573414;134428;1172;Autre;NA;NA;NA;NA;Anne Freitag;Camp;Camp_herc;2019;oui;Camp_herc;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12621;Camp_herc;public;NA;non;NA;NA;Leysin;1;566107;131837;1230;transport;NA;NA;NA;NA;Anne Freitag;Camp;Camp_herc;2019;oui;Camp_herc;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12701;Camp_herc;public;NA;non;NA;NA;Gryon;1;571028;124830;1141;transport;NA;NA;NA;NA;Anne Freitag;Camp;Camp_herc;2019;oui;Camp_herc;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12731;Camp_herc;public;NA;non;NA;NA;Ollon;1;570225;128061;1268;ZoneConstruite;NA;NA;NA;NA;Anne Freitag;Camp;Camp_herc;2019;oui;Camp_herc;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
14403;Camp_herc;public;NA;non;NA;NA;Montreux;NA;564402;144842;1545;ZoneConstruite;1;NA;NA;NA;Anne Freitag;Camp;Camp_herc;2019;oui;Camp_herc;reine désailée;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
15896;Camp_herc;public;NA;non;NA;NA;Ballaigues;1;522041;177529;1151;ForetMixe;NA;NA;NA;NA;Anne Freitag;Camp;Camp_herc;2019;oui;Camp_herc;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
15971;Camp_herc;public;NA;non;NA;NA;Puidoux;1;548163;151012;725;ForetFeuillus;NA;NA;NA;NA;Anne Freitag;Camp;Camp_herc;2019;oui;Camp_herc;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
16582;Camp_herc;public;NA;oui;NA;NA;Boulens;11;544169;169290;698;ForetFeuillus;NA;NA;NA;NA;Anne Freitag;Camp;Camp_herc;2019;oui;Camp_herc;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17164;Camp_herc;public;NA;NA;NA;NA;Saubraz;3;514016;152525;724;lisiere;NA;NA;NA;NA;Claude Lebas;Camp;Camp_herc;2019;oui;Camp_herc;Collected by Lebas, within 500m of GPS;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
18713;Camp_herc;public;NA;non;NA;NA;Bière;1;511612;156161;1311;ForetConifere;NA;NA;NA;NA;Anne Freitag;Camp;Camp_herc;2019;oui;Camp_herc;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
18745;Camp_herc;public;NA;oui;NA;NA;Gimel;1;509284;155091;1329;lisiere;NA;NA;NA;NA;Anne Freitag;Camp;Camp_herc;2019;oui;Camp_herc;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
19828;Camp_herc;public;NA;oui;NA;NA;Ormont-Dessous;12;571691;132708;1377;ZoneConstruite;NA;NA;NA;NA;Anne Freitag;Camp;Camp_herc;2019;oui;Camp_herc;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
20285;Camp_herc;public;NA;oui;NA;NA;Jorat-Menthue;8;544543;163166;881;ForetMixe;NA;NA;NA;NA;Anne Freitag;Camp;Camp_herc;2019;oui;Camp_herc;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
20070B;Camp_herc;public;NA;non;NA;NA;Rougemont;NA;582304;152463;1671;lisiere;1;NA;NA;NA;Anne Freitag;Camp;Camp_herc;2019;oui;Camp_herc;reine désailée;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17063;Camp_herc/lign;public;NA;oui;NA;NA;Vaulion;NA;517446;171265;1319;NA;NA;NA;NA;NA;Tanja Schwander;Camp;Camp_herc/lign;2019;;; zone échantillonnée par différents étudiants du cours bioindication;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17066;Camp_herc/lign;public;NA;oui;NA;NA;Vaulion;NA;517446;171265;1319;NA;NA;NA;NA;NA;Tanja Schwander;Camp;Camp_herc/lign;2019;;; zone échantillonnée par différents étudiants du cours bioindication;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17123;Camp_herc/lign;public;NA;oui;NA;NA;Vaulion;NA;517446;171265;1319;NA;NA;NA;NA;NA;Tanja Schwander;Camp;Camp_herc/lign;2019;;; zone échantillonnée par différents étudiants du cours bioindication;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17161;Camp_herc/lign;public;NA;oui;NA;NA;Vaulion;NA;517446;171265;1319;NA;NA;NA;NA;NA;Tanja Schwander;Camp;Camp_herc/lign;2019;;; zone échantillonnée par différents étudiants du cours bioindication;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17471;Camp_herc/lign;public;NA;oui;NA;NA;Vaulion;NA;517446;171265;1319;NA;NA;NA;NA;NA;Tanja Schwander;Camp;Camp_herc/lign;2019;;; zone échantillonnée par différents étudiants du cours bioindication;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
15;Camp_lign;public;NA;oui;NA;NA;Bourg-en-Lavaux;3;545094;149127;424;ZoneConstruite;NA;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
388;Camp_lign;public;NA;oui;NA;NA;Gryon;4;572124;125802;1207;ZoneConstruite;1;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;"reine désailée; ouvrières minors";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
437;Camp_lign;public;NA;non;NA;NA;Leysin;1;567259;132898;1377;transport;NA;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
558;Camp_lign;public;NA;non;NA;NA;Le Vaud;1;507765;148077;807;transport;NA;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1178;Camp_lign;public;NA;non;NA;NA;Montherod;6;517714;151680;570;ZoneConstruite;NA;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1193;Camp_lign;public;NA;non;NA;NA;Arzier-Le Muids;1;505605;145896;843;ZoneConstruite;NA;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1585;Camp_lign;public;NA;oui;NA;NA;Ballaigues;7;522535;175539;782;Autre;NA;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1639;Camp_lign;public;NA;non;NA;NA;Bursins;NA;511316;145496;534;ZoneConstruite;1;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;reine désailée;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1667;Camp_lign;public;NA;non;NA;NA;Le Lieu;5;509766;165191;1036;transport;NA;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1716;Camp_lign;public;NA;non;NA;NA;Bursins;4;511317;145512;534;ZoneConstruite;NA;NA;NA;NA;Simon Vogel;Camp;Camp_lign;2019;oui;Camp_lign;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1764;Camp_lign;public;NA;non;NA;NA;Vallorbe;1;516651;173749;1215;ForetFeuillus;NA;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1851;Camp_lign;public;NA;non;NA;NA;Vallorbe;1;516651;173749;1215;ForetFeuillus;NA;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1933;Camp_lign;public;NA;oui;NA;NA;Aigle;4;565031;128918;510;transport;NA;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1999;Camp_lign;public;NA;non;NA;NA;Trélex;1;503706;141965;589;ForetFeuillus;NA;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2066;Camp_lign;public;NA;non;NA;NA;Lucens;1;554472;173869;526;lisiere;NA;NA;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2091;Camp_lign;public;NA;oui;NA;NA;Onnens (VD);1;542445;188542;521;PrairieSeche;NA;1;NA;NA;Anne Freitag;Camp;Camp_lign;2019;oui;Camp_lign;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
